,id,age,gender,education,freq,variable,value,drug_type
350,370,25-34,M,Professional certificate/ diploma,Used in Last Day,nscore,-0.05,alcohol
351,371,25-34,F,University degree,Used in Last Year,nscore,1.23,alcohol
352,372,18-24,M,Left school at 18 years,Used in Last Week,nscore,0.22,alcohol
353,373,35-44,F,University degree,Used in Last Week,nscore,1.02,alcohol
354,374,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,nscore,0.91,alcohol
355,375,45-54,M,University degree,Used in Last Day,nscore,-0.35,alcohol
356,376,55-64,F,Masters degree,Used in Last Day,nscore,-0.25,alcohol
357,377,65+,M,Professional certificate/ diploma,Used in Last Day,nscore,0.14,alcohol
358,378,45-54,F,Masters degree,Used in Last Week,nscore,-0.92,alcohol
359,379,25-34,F,University degree,Used in Last Week,nscore,-0.47,alcohol
360,381,45-54,F,Professional certificate/ diploma,Used in Last Day,nscore,0.83,alcohol
361,382,35-44,M,University degree,Used in Last Decade,nscore,-0.47,alcohol
362,383,35-44,M,Left school at 16 years,Used in Last Month,nscore,-0.35,alcohol
363,384,35-44,F,Masters degree,Used in Last Week,nscore,-0.79,alcohol
364,385,45-54,F,University degree,Used in Last Week,nscore,0.14,alcohol
365,387,25-34,M,Professional certificate/ diploma,Used in Last Week,nscore,-0.58,alcohol
366,388,45-54,M,Left school at 18 years,Used in Last Month,nscore,-2.05,alcohol
367,390,35-44,M,Professional certificate/ diploma,Used in Last Year,nscore,0.14,alcohol
368,391,25-34,M,Doctorate degree,Used in Last Week,nscore,-0.58,alcohol
369,392,35-44,F,"Some college or university, no certificate or degree",Used in Last Decade,nscore,-0.68,alcohol
370,393,25-34,F,University degree,Used in Last Week,nscore,0.63,alcohol
371,394,35-44,F,Left school at 17 years,Used in Last Week,nscore,-0.47,alcohol
372,395,25-34,F,Professional certificate/ diploma,Used in Last Day,nscore,-0.79,alcohol
373,396,25-34,M,Professional certificate/ diploma,Used in Last Day,nscore,-1.44,alcohol
374,397,35-44,M,University degree,Used in Last Day,nscore,0.22,alcohol
375,398,35-44,F,University degree,Used in Last Day,nscore,-1.87,alcohol
376,399,45-54,M,Professional certificate/ diploma,Used in Last Day,nscore,0.14,alcohol
377,400,25-34,F,Masters degree,Used in Last Day,nscore,-0.79,alcohol
378,402,25-34,F,Left school at 18 years,Used in Last Month,nscore,-0.15,alcohol
379,403,45-54,M,Left school at 16 years,Used in Last Week,nscore,0.14,alcohol
380,404,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,nscore,-0.92,alcohol
381,405,18-24,M,University degree,Used in Last Week,nscore,-1.44,alcohol
382,406,45-54,M,Left school at 17 years,Used in Last Year,nscore,0.91,alcohol
383,407,18-24,F,Left school before 16 years,Used in Last Week,nscore,0.14,alcohol
384,408,45-54,F,University degree,Used in Last Year,nscore,1.84,alcohol
385,409,35-44,M,Left school at 17 years,Used in Last Day,nscore,1.37,alcohol
386,410,25-34,M,University degree,Used in Last Year,nscore,-0.68,alcohol
387,412,45-54,M,Left school at 18 years,Used in Last Week,nscore,1.02,alcohol
388,413,35-44,F,"Some college or university, no certificate or degree",Used in Last Year,nscore,-0.47,alcohol
389,414,25-34,F,University degree,Used in Last Day,nscore,0.14,alcohol
390,415,35-44,M,"Some college or university, no certificate or degree",Used in Last Week,nscore,0.04,alcohol
391,416,35-44,F,"Some college or university, no certificate or degree",Used in Last Day,nscore,-1.87,alcohol
392,417,18-24,M,Left school at 18 years,Used in Last Day,nscore,-0.58,alcohol
393,418,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,nscore,-0.05,alcohol
394,419,25-34,M,"Some college or university, no certificate or degree",Used in Last Week,nscore,-0.79,alcohol
395,420,25-34,F,Doctorate degree,Used in Last Day,nscore,0.31,alcohol
396,421,25-34,M,University degree,Used in Last Day,nscore,0.63,alcohol
397,422,18-24,M,Left school at 18 years,Used in Last Month,nscore,0.31,alcohol
398,423,25-34,M,"Some college or university, no certificate or degree",Used in Last Week,nscore,0.31,alcohol
399,424,35-44,M,Professional certificate/ diploma,Used in Last Month,nscore,-0.79,alcohol
400,425,35-44,F,University degree,Used in Last Day,nscore,-1.05,alcohol
401,426,45-54,F,Doctorate degree,Used in Last Year,nscore,0.52,alcohol
402,427,35-44,M,University degree,Used in Last Day,nscore,-0.35,alcohol
403,428,45-54,M,Left school at 16 years,Used in Last Week,nscore,0.22,alcohol
404,429,35-44,M,University degree,Used in Last Day,nscore,0.63,alcohol
405,430,25-34,F,Left school at 18 years,Used in Last Week,nscore,-0.92,alcohol
406,431,25-34,M,Left school before 16 years,Used in Last Week,nscore,0.22,alcohol
407,432,25-34,F,Left school at 18 years,Used in Last Week,nscore,0.04,alcohol
408,433,25-34,M,University degree,Used in Last Week,nscore,-0.25,alcohol
409,434,45-54,F,Left school at 16 years,Used in Last Day,nscore,0.22,alcohol
410,435,18-24,F,University degree,Used in Last Week,nscore,-0.15,alcohol
411,436,25-34,F,University degree,Used in Last Month,nscore,0.04,alcohol
412,438,45-54,M,Left school at 16 years,Used in Last Day,nscore,-1.44,alcohol
413,439,25-34,F,University degree,Used in Last Week,nscore,2.82,alcohol
414,440,18-24,F,"Some college or university, no certificate or degree",Used in Last Month,nscore,1.37,alcohol
415,441,35-44,F,University degree,Used in Last Day,nscore,-0.47,alcohol
416,442,18-24,F,"Some college or university, no certificate or degree",Used in Last Year,nscore,-0.68,alcohol
417,443,25-34,F,Masters degree,Used in Last Week,nscore,-0.92,alcohol
418,444,35-44,M,Left school at 16 years,Used in Last Week,nscore,0.42,alcohol
419,445,45-54,F,Professional certificate/ diploma,Used in Last Week,nscore,-0.47,alcohol
420,446,45-54,F,University degree,Used in Last Week,nscore,1.02,alcohol
421,447,25-34,F,University degree,Used in Last Day,nscore,0.22,alcohol
422,448,25-34,M,Masters degree,Used in Last Day,nscore,0.04,alcohol
423,449,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,nscore,1.13,alcohol
424,450,18-24,M,University degree,Used in Last Week,nscore,-0.35,alcohol
425,451,18-24,F,University degree,Used in Last Week,nscore,0.74,alcohol
426,452,18-24,F,Masters degree,Used in Last Week,nscore,-1.19,alcohol
427,453,35-44,F,University degree,Used in Last Week,nscore,-0.15,alcohol
428,454,25-34,M,University degree,Used in Last Week,nscore,1.23,alcohol
429,455,45-54,M,Doctorate degree,Used in Last Day,nscore,-0.15,alcohol
430,456,18-24,F,University degree,Used in Last Day,nscore,0.83,alcohol
431,457,35-44,M,University degree,Used in Last Day,nscore,1.6,alcohol
432,458,35-44,F,Masters degree,Used in Last Week,nscore,-0.47,alcohol
433,459,18-24,F,University degree,Used in Last Day,nscore,0.63,alcohol
434,460,25-34,M,Masters degree,Used in Last Month,nscore,0.91,alcohol
435,461,18-24,F,University degree,Used in Last Day,nscore,1.23,alcohol
436,462,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,nscore,1.49,alcohol
437,463,35-44,M,"Some college or university, no certificate or degree",Used in Last Year,nscore,0.83,alcohol
438,464,45-54,M,Left school at 18 years,Used in Last Day,nscore,1.02,alcohol
439,465,18-24,F,University degree,Used in Last Week,nscore,0.31,alcohol
440,466,18-24,F,Masters degree,Used in Last Week,nscore,1.37,alcohol
441,468,45-54,M,University degree,Used in Last Day,nscore,0.22,alcohol
442,469,35-44,M,University degree,Used in Last Day,nscore,-0.05,alcohol
443,470,25-34,M,University degree,Used in Last Week,nscore,-1.19,alcohol
444,471,45-54,F,Left school at 16 years,Used in Last Year,nscore,2.82,alcohol
445,472,18-24,F,University degree,Used in Last Month,nscore,0.14,alcohol
446,473,18-24,M,Masters degree,Used in Last Week,nscore,-0.92,alcohol
447,474,18-24,F,Left school before 16 years,Used in Last Week,nscore,0.31,alcohol
448,475,35-44,F,"Some college or university, no certificate or degree",Used in Last Decade,nscore,1.37,alcohol
449,476,55-64,F,University degree,Used in Last Day,nscore,-0.25,alcohol
450,477,45-54,F,University degree,Used in Last Year,nscore,-1.19,alcohol
451,478,35-44,M,University degree,Used in Last Day,nscore,1.72,alcohol
452,479,35-44,F,Professional certificate/ diploma,Used in Last Day,nscore,1.49,alcohol
453,480,25-34,F,University degree,Used in Last Day,nscore,0.42,alcohol
454,481,25-34,F,Masters degree,Used in Last Day,nscore,0.42,alcohol
455,482,18-24,M,"Some college or university, no certificate or degree",Used in Last Year,nscore,1.13,alcohol
456,483,35-44,F,University degree,Used in Last Day,nscore,1.02,alcohol
457,485,25-34,F,University degree,Used in Last Decade,nscore,1.23,alcohol
458,486,35-44,F,Left school at 16 years,Used in Last Month,nscore,-0.58,alcohol
459,487,45-54,F,Left school at 16 years,Used in Last Day,nscore,-0.47,alcohol
460,488,25-34,M,Left school at 18 years,Used in Last Week,nscore,1.49,alcohol
461,489,35-44,F,Left school at 18 years,Used in Last Month,nscore,1.84,alcohol
462,490,25-34,M,Left school at 16 years,Used in Last Day,nscore,0.42,alcohol
463,491,18-24,M,Left school before 16 years,Used in Last Year,nscore,1.98,alcohol
464,492,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,nscore,-1.05,alcohol
465,493,45-54,F,Professional certificate/ diploma,Used in Last Week,nscore,0.63,alcohol
466,494,18-24,M,Left school at 18 years,Used in Last Day,nscore,-0.92,alcohol
467,495,18-24,M,Professional certificate/ diploma,Used in Last Week,nscore,0.52,alcohol
468,496,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,nscore,0.74,alcohol
469,497,18-24,M,Professional certificate/ diploma,Used in Last Month,nscore,-1.19,alcohol
470,498,55-64,M,"Some college or university, no certificate or degree",Used in Last Year,nscore,-0.79,alcohol
471,499,25-34,M,Masters degree,Used in Last Day,nscore,0.04,alcohol
472,500,25-34,M,Left school at 16 years,Used in Last Month,nscore,-0.05,alcohol
473,501,55-64,F,"Some college or university, no certificate or degree",Used in Last Week,nscore,1.37,alcohol
474,502,35-44,F,Professional certificate/ diploma,Used in Last Year,nscore,0.04,alcohol
475,503,25-34,F,Professional certificate/ diploma,Used in Last Year,nscore,-0.58,alcohol
476,504,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,nscore,-1.55,alcohol
477,507,45-54,M,Professional certificate/ diploma,Used in Last Year,nscore,0.42,alcohol
478,508,35-44,M,University degree,Used in Last Month,nscore,-0.47,alcohol
479,509,25-34,M,University degree,Used in Last Year,nscore,0.14,alcohol
480,510,35-44,M,Left school at 16 years,Used in Last Week,nscore,1.49,alcohol
481,511,35-44,F,Masters degree,Used in Last Week,nscore,-1.05,alcohol
482,512,35-44,M,University degree,Used in Last Week,nscore,0.04,alcohol
483,513,45-54,F,Masters degree,Used in Last Week,nscore,0.42,alcohol
484,514,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,nscore,0.42,alcohol
485,515,55-64,M,Left school at 16 years,Used in Last Year,nscore,-0.15,alcohol
486,516,35-44,M,Left school at 16 years,Used in Last Day,nscore,0.91,alcohol
487,517,18-24,F,Left school at 17 years,Used in Last Week,nscore,-1.44,alcohol
488,518,35-44,F,Left school at 16 years,Used in Last Day,nscore,-0.15,alcohol
489,519,25-34,F,Masters degree,Used in Last Decade,nscore,0.31,alcohol
490,520,25-34,M,Professional certificate/ diploma,Used in Last Decade,nscore,0.52,alcohol
491,521,25-34,M,Masters degree,Used in Last Week,nscore,-0.15,alcohol
492,522,35-44,F,University degree,Used in Last Week,nscore,0.22,alcohol
493,523,45-54,F,Left school at 16 years,Used in Last Year,nscore,0.63,alcohol
494,524,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,nscore,0.04,alcohol
495,525,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,nscore,-0.25,alcohol
496,526,35-44,F,Left school before 16 years,Used in Last Decade,nscore,0.14,alcohol
497,527,45-54,F,University degree,Used in Last Week,nscore,-0.68,alcohol
498,528,55-64,M,Left school at 18 years,Used in Last Day,nscore,-1.87,alcohol
499,529,18-24,M,Professional certificate/ diploma,Used in Last Month,nscore,0.91,alcohol
500,530,35-44,M,Doctorate degree,Used in Last Day,nscore,0.63,alcohol
501,531,25-34,F,Professional certificate/ diploma,Used in Last Week,nscore,0.74,alcohol
502,532,55-64,M,University degree,Used in Last Week,nscore,0.91,alcohol
503,533,45-54,M,University degree,Used in Last Week,nscore,1.02,alcohol
504,534,18-24,F,University degree,Used in Last Month,nscore,-0.25,alcohol
505,535,25-34,M,Masters degree,Used in Last Month,nscore,-0.35,alcohol
506,536,35-44,F,Masters degree,Used in Last Day,nscore,-1.87,alcohol
507,537,25-34,F,University degree,Used in Last Week,nscore,0.91,alcohol
508,538,18-24,F,University degree,Used in Last Day,nscore,1.37,alcohol
509,540,35-44,F,University degree,Used in Last Day,nscore,1.13,alcohol
510,541,45-54,M,Masters degree,Used in Last Day,nscore,-1.33,alcohol
511,542,45-54,F,University degree,Used in Last Week,nscore,-1.05,alcohol
512,543,45-54,F,University degree,Used in Last Month,nscore,0.22,alcohol
513,544,35-44,M,Left school at 17 years,Used in Last Day,nscore,0.74,alcohol
514,545,25-34,F,University degree,Used in Last Day,nscore,0.83,alcohol
515,546,18-24,F,Left school at 16 years,Used in Last Week,nscore,1.23,alcohol
516,547,35-44,F,Professional certificate/ diploma,Used in Last Week,nscore,1.6,alcohol
517,548,45-54,F,"Some college or university, no certificate or degree",Used in Last Decade,nscore,-0.92,alcohol
518,549,25-34,F,Masters degree,Used in Last Week,nscore,-1.87,alcohol
519,550,18-24,M,University degree,Used in Last Month,nscore,1.23,alcohol
520,551,25-34,F,Masters degree,Used in Last Month,nscore,-1.19,alcohol
521,552,18-24,F,University degree,Used in Last Day,nscore,-0.15,alcohol
522,553,35-44,F,Masters degree,Used in Last Month,nscore,-0.79,alcohol
523,554,18-24,F,Masters degree,Used in Last Decade,nscore,1.72,alcohol
524,555,25-34,F,Masters degree,Used in Last Day,nscore,1.02,alcohol
525,556,25-34,F,Doctorate degree,Used in Last Month,nscore,0.63,alcohol
526,557,45-54,F,Masters degree,Used in Last Day,nscore,0.22,alcohol
527,558,18-24,F,University degree,Used in Last Day,nscore,-0.15,alcohol
528,559,25-34,F,University degree,Used in Last Month,nscore,-1.69,alcohol
529,560,18-24,F,University degree,Used in Last Week,nscore,-0.47,alcohol
530,561,45-54,F,University degree,Used in Last Day,nscore,-0.79,alcohol
531,562,18-24,F,University degree,Used in Last Day,nscore,1.02,alcohol
532,563,35-44,F,University degree,Used in Last Week,nscore,0.63,alcohol
533,564,35-44,F,Masters degree,Used in Last Day,nscore,2.61,alcohol
534,565,25-34,F,Masters degree,Used in Last Week,nscore,0.83,alcohol
535,566,45-54,F,"Some college or university, no certificate or degree",Used in Last Decade,nscore,-0.47,alcohol
536,567,45-54,F,Masters degree,Used in Last Week,nscore,0.31,alcohol
537,568,18-24,F,University degree,Used in Last Week,nscore,0.91,alcohol
538,569,18-24,M,University degree,Used in Last Day,nscore,1.84,alcohol
539,571,35-44,F,Doctorate degree,Used in Last Day,nscore,-0.35,alcohol
540,572,35-44,F,Professional certificate/ diploma,Used in Last Day,nscore,0.22,alcohol
541,573,18-24,F,Masters degree,Used in Last Day,nscore,-1.69,alcohol
542,574,35-44,M,Professional certificate/ diploma,Used in Last Day,nscore,1.23,alcohol
543,575,55-64,F,"Some college or university, no certificate or degree",Used in Last Week,nscore,-0.92,alcohol
544,576,35-44,F,University degree,Used in Last Day,nscore,2.13,alcohol
545,577,35-44,M,Left school at 16 years,Used in Last Week,nscore,-1.87,alcohol
546,578,25-34,F,Masters degree,Used in Last Month,nscore,0.83,alcohol
547,579,25-34,F,University degree,Used in Last Month,nscore,1.02,alcohol
548,580,45-54,F,Masters degree,Used in Last Day,nscore,1.02,alcohol
549,581,18-24,F,Masters degree,Used in Last Week,nscore,-0.15,alcohol
550,582,35-44,F,"Some college or university, no certificate or degree",Used in Last Day,nscore,-1.19,alcohol
551,583,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,nscore,-0.92,alcohol
552,584,35-44,F,Professional certificate/ diploma,Used in Last Day,nscore,0.31,alcohol
553,585,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,nscore,0.63,alcohol
554,586,25-34,M,University degree,Used in Last Decade,nscore,-0.25,alcohol
555,587,18-24,M,Professional certificate/ diploma,Used in Last Decade,nscore,0.74,alcohol
556,588,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,nscore,0.31,alcohol
557,589,25-34,F,Left school at 16 years,Used in Last Week,nscore,-0.47,alcohol
558,590,55-64,F,"Some college or university, no certificate or degree",Used in Last Decade,nscore,-1.33,alcohol
559,591,35-44,M,Left school before 16 years,Used in Last Year,nscore,-0.58,alcohol
560,592,35-44,F,University degree,Used in Last Day,nscore,0.42,alcohol
561,593,35-44,F,Professional certificate/ diploma,Used in Last Week,nscore,-2.76,alcohol
562,594,25-34,M,Professional certificate/ diploma,Used in Last Week,nscore,-0.05,alcohol
