,ID,age,gender,education,alcohol,variable,value
440,466,18-24,F,Masters degree,CL5,nscore,1.37297
441,468,45-54,M,University degree,CL6,nscore,0.22393
442,469,35-44,M,University degree,CL6,nscore,-0.05188
443,470,25-34,M,University degree,CL5,nscore,-1.1943
444,471,45-54,F,Left school at 16 years,CL3,nscore,2.82196
445,472,18-24,F,University degree,CL4,nscore,0.13606
446,473,18-24,M,Masters degree,CL5,nscore,-0.92104
447,474,18-24,F,Left school before 16 years,CL5,nscore,0.31287
448,475,35-44,F,"Some college or university, no certificate or degree",CL2,nscore,1.37297
449,476,55-64,F,University degree,CL6,nscore,-0.24649
450,477,45-54,F,University degree,CL3,nscore,-1.1943
451,478,35-44,M,University degree,CL6,nscore,1.72012
452,479,35-44,F,Professional certificate/ diploma,CL6,nscore,1.49158
453,480,25-34,F,University degree,CL6,nscore,0.41667
454,481,25-34,F,Masters degree,CL6,nscore,0.41667
455,482,18-24,M,"Some college or university, no certificate or degree",CL3,nscore,1.13281
456,483,35-44,F,University degree,CL6,nscore,1.02119
457,485,25-34,F,University degree,CL2,nscore,1.23461
458,486,35-44,F,Left school at 16 years,CL4,nscore,-0.58016
459,487,45-54,F,Left school at 16 years,CL6,nscore,-0.46725
460,488,25-34,M,Left school at 18 years,CL5,nscore,1.49158
461,489,35-44,F,Left school at 18 years,CL4,nscore,1.8399
462,490,25-34,M,Left school at 16 years,CL6,nscore,0.41667
463,491,18-24,M,Left school before 16 years,CL3,nscore,1.98437
464,492,18-24,M,"Some college or university, no certificate or degree",CL5,nscore,-1.05308
465,493,45-54,F,Professional certificate/ diploma,CL5,nscore,0.62967
466,494,18-24,M,Left school at 18 years,CL6,nscore,-0.92104
467,495,18-24,M,Professional certificate/ diploma,CL5,nscore,0.52135
468,496,18-24,M,"Some college or university, no certificate or degree",CL6,nscore,0.73545
469,497,18-24,M,Professional certificate/ diploma,CL4,nscore,-1.1943
470,498,55-64,M,"Some college or university, no certificate or degree",CL3,nscore,-0.79151
471,499,25-34,M,Masters degree,CL6,nscore,0.04257
472,500,25-34,M,Left school at 16 years,CL4,nscore,-0.05188
473,501,55-64,F,"Some college or university, no certificate or degree",CL5,nscore,1.37297
474,502,35-44,F,Professional certificate/ diploma,CL3,nscore,0.04257
475,503,25-34,F,Professional certificate/ diploma,CL3,nscore,-0.58016
476,504,18-24,M,"Some college or university, no certificate or degree",CL5,nscore,-1.55078
477,507,45-54,M,Professional certificate/ diploma,CL3,nscore,0.41667
478,508,35-44,M,University degree,CL4,nscore,-0.46725
479,509,25-34,M,University degree,CL3,nscore,0.13606
480,510,35-44,M,Left school at 16 years,CL5,nscore,1.49158
481,511,35-44,F,Masters degree,CL5,nscore,-1.05308
482,512,35-44,M,University degree,CL5,nscore,0.04257
483,513,45-54,F,Masters degree,CL5,nscore,0.41667
484,514,18-24,M,"Some college or university, no certificate or degree",CL6,nscore,0.41667
485,515,55-64,M,Left school at 16 years,CL3,nscore,-0.14882
486,516,35-44,M,Left school at 16 years,CL6,nscore,0.91093
487,517,18-24,F,Left school at 17 years,CL5,nscore,-1.43907
488,518,35-44,F,Left school at 16 years,CL6,nscore,-0.14882
489,519,25-34,F,Masters degree,CL2,nscore,0.31287
490,520,25-34,M,Professional certificate/ diploma,CL2,nscore,0.52135
491,521,25-34,M,Masters degree,CL5,nscore,-0.14882
492,522,35-44,F,University degree,CL5,nscore,0.22393
493,523,45-54,F,Left school at 16 years,CL3,nscore,0.62967
494,524,18-24,M,"Some college or university, no certificate or degree",CL5,nscore,0.04257
495,525,18-24,M,"Some college or university, no certificate or degree",CL5,nscore,-0.24649
496,526,35-44,F,Left school before 16 years,CL2,nscore,0.13606
497,527,45-54,F,University degree,CL5,nscore,-0.67825
498,528,55-64,M,Left school at 18 years,CL6,nscore,-1.86962
499,529,18-24,M,Professional certificate/ diploma,CL4,nscore,0.91093
500,530,35-44,M,Doctorate degree,CL6,nscore,0.62967
501,531,25-34,F,Professional certificate/ diploma,CL5,nscore,0.73545
502,532,55-64,M,University degree,CL5,nscore,0.91093
503,533,45-54,M,University degree,CL5,nscore,1.02119
504,534,18-24,F,University degree,CL4,nscore,-0.24649
505,535,25-34,M,Masters degree,CL4,nscore,-0.34799
506,536,35-44,F,Masters degree,CL6,nscore,-1.86962
507,537,25-34,F,University degree,CL5,nscore,0.91093
508,538,18-24,F,University degree,CL6,nscore,1.37297
509,540,35-44,F,University degree,CL6,nscore,1.13281
510,541,45-54,M,Masters degree,CL6,nscore,-1.32828
511,542,45-54,F,University degree,CL5,nscore,-1.05308
512,543,45-54,F,University degree,CL4,nscore,0.22393
513,544,35-44,M,Left school at 17 years,CL6,nscore,0.73545
514,545,25-34,F,University degree,CL6,nscore,0.82562
515,546,18-24,F,Left school at 16 years,CL5,nscore,1.23461
516,547,35-44,F,Professional certificate/ diploma,CL5,nscore,1.60383
517,548,45-54,F,"Some college or university, no certificate or degree",CL2,nscore,-0.92104
518,549,25-34,F,Masters degree,CL5,nscore,-1.86962
519,550,18-24,M,University degree,CL4,nscore,1.23461
520,551,25-34,F,Masters degree,CL4,nscore,-1.1943
521,552,18-24,F,University degree,CL6,nscore,-0.14882
522,553,35-44,F,Masters degree,CL4,nscore,-0.79151
523,554,18-24,F,Masters degree,CL2,nscore,1.72012
524,555,25-34,F,Masters degree,CL6,nscore,1.02119
525,556,25-34,F,Doctorate degree,CL4,nscore,0.62967
526,557,45-54,F,Masters degree,CL6,nscore,0.22393
527,558,18-24,F,University degree,CL6,nscore,-0.14882
528,559,25-34,F,University degree,CL4,nscore,-1.69163
529,560,18-24,F,University degree,CL5,nscore,-0.46725
530,561,45-54,F,University degree,CL6,nscore,-0.79151
531,562,18-24,F,University degree,CL6,nscore,1.02119
532,563,35-44,F,University degree,CL5,nscore,0.62967
533,564,35-44,F,Masters degree,CL6,nscore,2.61139
534,565,25-34,F,Masters degree,CL5,nscore,0.82562
535,566,45-54,F,"Some college or university, no certificate or degree",CL2,nscore,-0.46725
536,567,45-54,F,Masters degree,CL5,nscore,0.31287
537,568,18-24,F,University degree,CL5,nscore,0.91093
538,569,18-24,M,University degree,CL6,nscore,1.8399
539,571,35-44,F,Doctorate degree,CL6,nscore,-0.34799
540,572,35-44,F,Professional certificate/ diploma,CL6,nscore,0.22393
541,573,18-24,F,Masters degree,CL6,nscore,-1.69163
542,574,35-44,M,Professional certificate/ diploma,CL6,nscore,1.23461
543,575,55-64,F,"Some college or university, no certificate or degree",CL5,nscore,-0.92104
544,576,35-44,F,University degree,CL6,nscore,2.127
545,577,35-44,M,Left school at 16 years,CL5,nscore,-1.86962
546,578,25-34,F,Masters degree,CL4,nscore,0.82562
547,579,25-34,F,University degree,CL4,nscore,1.02119
548,580,45-54,F,Masters degree,CL6,nscore,1.02119
549,581,18-24,F,Masters degree,CL5,nscore,-0.14882
550,582,35-44,F,"Some college or university, no certificate or degree",CL6,nscore,-1.1943
551,583,18-24,M,"Some college or university, no certificate or degree",CL6,nscore,-0.92104
552,584,35-44,F,Professional certificate/ diploma,CL6,nscore,0.31287
553,585,18-24,F,"Some college or university, no certificate or degree",CL5,nscore,0.62967
554,586,25-34,M,University degree,CL2,nscore,-0.24649
555,587,18-24,M,Professional certificate/ diploma,CL2,nscore,0.73545
556,588,18-24,M,"Some college or university, no certificate or degree",CL5,nscore,0.31287
557,589,25-34,F,Left school at 16 years,CL5,nscore,-0.46725
558,590,55-64,F,"Some college or university, no certificate or degree",CL2,nscore,-1.32828
559,591,35-44,M,Left school before 16 years,CL3,nscore,-0.58016
560,592,35-44,F,University degree,CL6,nscore,0.41667
561,593,35-44,F,Professional certificate/ diploma,CL5,nscore,-2.75696
562,594,25-34,M,Professional certificate/ diploma,CL5,nscore,-0.05188
563,595,35-44,M,Left school at 16 years,CL5,nscore,-0.34799
564,596,45-54,M,Professional certificate/ diploma,CL6,nscore,0.31287
565,597,18-24,M,Left school at 16 years,CL5,nscore,-1.43907
566,599,45-54,F,Professional certificate/ diploma,CL5,nscore,0.04257
567,600,18-24,M,"Some college or university, no certificate or degree",CL4,nscore,0.52135
568,601,45-54,F,Masters degree,CL6,nscore,0.73545
569,602,18-24,M,"Some college or university, no certificate or degree",CL4,nscore,1.02119
570,603,18-24,M,"Some college or university, no certificate or degree",CL6,nscore,0.52135
571,604,18-24,M,"Some college or university, no certificate or degree",CL6,nscore,1.98437
572,605,25-34,M,University degree,CL5,nscore,-0.67825
573,606,35-44,F,"Some college or university, no certificate or degree",CL5,nscore,0.41667
574,607,55-64,F,Masters degree,CL5,nscore,-2.52197
575,608,18-24,M,University degree,CL5,nscore,-0.46725
576,609,45-54,M,"Some college or university, no certificate or degree",CL2,nscore,-0.05188
577,610,25-34,M,University degree,CL6,nscore,-1.69163
578,611,55-64,F,Professional certificate/ diploma,CL4,nscore,1.23461
579,612,25-34,M,"Some college or university, no certificate or degree",CL6,nscore,-0.92104
580,613,25-34,M,University degree,CL5,nscore,-0.67825
581,615,25-34,F,Masters degree,CL6,nscore,1.98437
582,616,25-34,F,Left school before 16 years,CL3,nscore,-0.24649
583,617,35-44,F,Masters degree,CL6,nscore,0.13606
584,618,45-54,F,"Some college or university, no certificate or degree",CL2,nscore,1.02119
585,619,45-54,M,Professional certificate/ diploma,CL3,nscore,-0.92104
586,620,25-34,F,University degree,CL5,nscore,-0.05188
587,621,55-64,M,Masters degree,CL5,nscore,-0.67825
588,622,18-24,M,Left school at 18 years,CL5,nscore,0.52135
589,623,35-44,M,Masters degree,CL5,nscore,-0.92104
590,624,35-44,F,Masters degree,CL5,nscore,-0.14882
591,625,45-54,F,Masters degree,CL6,nscore,-0.34799
592,626,35-44,F,Doctorate degree,CL6,nscore,0.04257
593,627,35-44,F,Professional certificate/ diploma,CL6,nscore,-0.34799
594,628,35-44,M,University degree,CL6,nscore,-0.05188
595,629,35-44,M,Doctorate degree,CL5,nscore,-1.69163
596,630,25-34,F,Doctorate degree,CL5,nscore,1.23461
597,631,45-54,F,Doctorate degree,CL5,nscore,-0.46725
598,632,35-44,F,Doctorate degree,CL6,nscore,0.52135
599,633,18-24,F,University degree,CL5,nscore,0.41667
600,634,18-24,F,University degree,CL5,nscore,1.23461
601,635,25-34,F,Masters degree,CL5,nscore,-0.67825
602,636,35-44,F,Doctorate degree,CL6,nscore,1.23461
603,637,35-44,M,University degree,CL5,nscore,-0.79151
604,638,45-54,F,University degree,CL4,nscore,-0.67825
605,639,35-44,F,Professional certificate/ diploma,CL4,nscore,-0.34799
606,640,18-24,F,University degree,CL5,nscore,-0.24649
607,641,25-34,M,Left school at 16 years,CL5,nscore,-0.24649
608,642,45-54,M,University degree,CL5,nscore,-0.14882
609,643,35-44,M,Masters degree,CL5,nscore,-0.67825
610,644,25-34,F,Masters degree,CL5,nscore,-1.05308
611,645,25-34,M,"Some college or university, no certificate or degree",CL5,nscore,0.22393
612,646,45-54,M,University degree,CL5,nscore,0.04257
613,647,18-24,F,University degree,CL5,nscore,-0.46725
614,648,18-24,M,"Some college or university, no certificate or degree",CL6,nscore,-1.43907
615,649,35-44,F,Masters degree,CL6,nscore,1.13281
616,650,25-34,F,University degree,CL5,nscore,-0.14882
617,651,45-54,F,Masters degree,CL5,nscore,-0.46725
618,652,25-34,M,Masters degree,CL5,nscore,0.62967
619,653,18-24,M,"Some college or university, no certificate or degree",CL5,nscore,1.02119
620,654,18-24,M,"Some college or university, no certificate or degree",CL6,nscore,-0.67825
621,655,35-44,F,Left school at 16 years,CL5,nscore,-0.34799
622,656,25-34,M,Masters degree,CL5,nscore,-0.46725
623,657,45-54,M,"Some college or university, no certificate or degree",CL4,nscore,1.23461
624,658,45-54,M,Professional certificate/ diploma,CL5,nscore,1.13281
625,659,18-24,M,Masters degree,CL5,nscore,0.62967
626,660,25-34,M,Doctorate degree,CL5,nscore,-0.79151
627,661,25-34,F,Masters degree,CL6,nscore,-1.32828
628,662,18-24,F,University degree,CL6,nscore,-0.24649
629,663,25-34,F,University degree,CL5,nscore,0.04257
630,664,25-34,F,Doctorate degree,CL6,nscore,1.23461
631,665,18-24,M,University degree,CL5,nscore,-0.34799
632,666,25-34,F,Doctorate degree,CL6,nscore,1.13281
633,667,18-24,M,Left school at 18 years,CL3,nscore,-2.05048
634,668,35-44,M,"Some college or university, no certificate or degree",CL4,nscore,0.91093
635,669,45-54,M,University degree,CL5,nscore,-1.69163
636,670,25-34,M,"Some college or university, no certificate or degree",CL6,nscore,-0.58016
637,671,18-24,M,Professional certificate/ diploma,CL5,nscore,-0.34799
638,672,35-44,M,Professional certificate/ diploma,CL2,nscore,-0.46725
639,673,18-24,M,University degree,CL2,nscore,-0.24649
640,674,18-24,F,"Some college or university, no certificate or degree",CL5,nscore,1.23461
641,675,18-24,F,Masters degree,CL3,nscore,0.82562
642,676,35-44,M,Professional certificate/ diploma,CL3,nscore,-0.05188
643,677,18-24,M,Professional certificate/ diploma,CL3,nscore,0.22393
644,678,25-34,M,University degree,CL6,nscore,0.52135
645,680,18-24,F,"Some college or university, no certificate or degree",CL5,nscore,0.62967
646,681,45-54,M,Doctorate degree,CL6,nscore,0.22393
647,682,35-44,M,"Some college or university, no certificate or degree",CL6,nscore,-1.32828
648,683,25-34,M,Masters degree,CL6,nscore,1.37297
649,684,35-44,F,University degree,CL3,nscore,0.52135
650,685,35-44,F,Professional certificate/ diploma,CL4,nscore,0.91093
651,686,25-34,M,University degree,CL6,nscore,-0.34799
652,687,18-24,F,"Some college or university, no certificate or degree",CL5,nscore,1.60383
653,688,45-54,F,Left school before 16 years,CL4,nscore,-0.92104
654,689,35-44,M,"Some college or university, no certificate or degree",CL2,nscore,1.02119
655,690,55-64,F,Masters degree,CL6,nscore,0.82562
656,691,55-64,M,"Some college or university, no certificate or degree",CL6,nscore,0.41667
657,692,25-34,F,University degree,CL4,nscore,-0.14882
658,693,45-54,F,Masters degree,CL6,nscore,0.22393
659,694,35-44,M,Masters degree,CL6,nscore,-1.1943
660,695,35-44,M,Professional certificate/ diploma,CL5,nscore,-0.92104
661,696,35-44,F,Masters degree,CL6,nscore,-0.14882
662,697,55-64,M,University degree,CL5,nscore,-0.79151
663,698,45-54,F,University degree,CL4,nscore,-1.69163
664,699,35-44,M,University degree,CL6,nscore,-0.05188
665,700,55-64,M,"Some college or university, no certificate or degree",CL6,nscore,-0.14882
666,701,35-44,F,"Some college or university, no certificate or degree",CL5,nscore,0.91093
667,703,35-44,F,University degree,CL3,nscore,-0.34799
668,704,55-64,M,University degree,CL6,nscore,-1.43907
669,705,35-44,M,"Some college or university, no certificate or degree",CL6,nscore,-0.79151
670,706,18-24,M,"Some college or university, no certificate or degree",CL3,nscore,-1.43907
671,707,18-24,F,University degree,CL4,nscore,-0.14882
672,708,25-34,M,University degree,CL5,nscore,-0.05188
673,709,18-24,M,"Some college or university, no certificate or degree",CL5,nscore,0.41667
674,710,18-24,M,Professional certificate/ diploma,CL3,nscore,-0.92104
675,711,18-24,M,University degree,CL5,nscore,0.91093
676,712,18-24,M,"Some college or university, no certificate or degree",CL3,nscore,-0.58016
677,713,25-34,F,Masters degree,CL4,nscore,0.52135
678,714,18-24,M,University degree,CL6,nscore,0.52135
679,715,18-24,M,Professional certificate/ diploma,CL5,nscore,0.73545
680,716,18-24,F,"Some college or university, no certificate or degree",CL5,nscore,0.62967
681,717,18-24,M,"Some college or university, no certificate or degree",CL3,nscore,-0.05188
682,718,35-44,M,University degree,CL5,nscore,-0.79151
683,719,18-24,M,Left school at 16 years,CL5,nscore,-0.05188
684,720,55-64,M,University degree,CL5,nscore,-0.34799
685,721,35-44,M,"Some college or university, no certificate or degree",CL6,nscore,1.23461
686,722,35-44,F,Professional certificate/ diploma,CL4,nscore,1.60383
687,724,25-34,F,University degree,CL5,nscore,-0.92104
688,725,35-44,F,"Some college or university, no certificate or degree",CL4,nscore,1.13281
689,726,25-34,F,Masters degree,CL5,nscore,0.31287
690,727,18-24,M,Professional certificate/ diploma,CL6,nscore,2.28554
691,728,25-34,F,Masters degree,CL5,nscore,0.31287
692,729,18-24,M,"Some college or university, no certificate or degree",CL4,nscore,-1.43907
693,730,25-34,F,Left school at 16 years,CL6,nscore,-0.58016
694,731,35-44,F,University degree,CL5,nscore,0.73545
695,732,18-24,M,"Some college or university, no certificate or degree",CL4,nscore,-0.79151
696,733,18-24,F,University degree,CL6,nscore,1.23461
697,734,35-44,M,Left school at 16 years,CL5,nscore,0.62967
698,735,18-24,M,"Some college or university, no certificate or degree",CL6,nscore,0.73545
699,736,25-34,F,University degree,CL4,nscore,0.22393
700,737,25-34,M,University degree,CL6,nscore,-0.46725
701,738,25-34,M,University degree,CL5,nscore,-1.05308
702,739,18-24,F,Left school at 18 years,CL4,nscore,1.23461
703,740,25-34,M,Masters degree,CL6,nscore,-0.05188
704,741,35-44,M,"Some college or university, no certificate or degree",CL5,nscore,-1.32828
705,743,45-54,F,Masters degree,CL6,nscore,0.82562
706,744,35-44,F,University degree,CL5,nscore,0.62967
707,746,45-54,M,"Some college or university, no certificate or degree",CL5,nscore,-0.92104
708,747,25-34,F,Left school at 16 years,CL6,nscore,0.73545
709,748,25-34,F,Masters degree,CL4,nscore,-0.05188
710,749,35-44,F,Left school at 16 years,CL2,nscore,0.41667
711,750,35-44,F,Doctorate degree,CL5,nscore,-1.69163
712,751,35-44,M,Masters degree,CL5,nscore,-0.14882
713,752,25-34,F,Professional certificate/ diploma,CL6,nscore,-2.3436
714,753,25-34,M,"Some college or university, no certificate or degree",CL6,nscore,1.60383
715,754,25-34,F,Masters degree,CL5,nscore,0.41667
716,755,25-34,M,Doctorate degree,CL4,nscore,-0.92104
717,756,18-24,M,"Some college or university, no certificate or degree",CL5,nscore,-1.43907
718,757,18-24,F,Masters degree,CL5,nscore,0.62967
719,758,18-24,F,"Some college or university, no certificate or degree",CL6,nscore,2.28554
720,759,18-24,M,"Some college or university, no certificate or degree",CL3,nscore,0.41667
721,760,18-24,M,Doctorate degree,CL6,nscore,-2.75696
722,761,25-34,M,University degree,CL6,nscore,0.04257
723,762,18-24,M,"Some college or university, no certificate or degree",CL6,nscore,1.72012
724,763,25-34,F,University degree,CL6,nscore,-1.32828
725,764,18-24,F,University degree,CL5,nscore,1.13281
726,765,18-24,M,Left school at 16 years,CL5,nscore,0.41667
727,766,18-24,M,"Some college or university, no certificate or degree",CL4,nscore,0.62967
