no,age,gender,education,country,ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Alcohol
1169,18-24,M,4,USA,White,0.82562,-0.30033,1.43533,-0.76096,-1.0145,Used in Last Day
1170,45-54,M,6,USA,White,0.41667,-0.15487,-0.17779,-1.92595,-1.0145,Used in Last Week
1171,35-44,F,7,USA,White,-1.1943,1.2861,1.43533,1.2861,0.25953,Used in Last Day
1172,35-44,M,5,USA,White,0.13606,-0.57545,-0.01928,-0.76096,0.12331,Used in Last Year
1173,18-24,M,5,USA,White,-0.24649,0.16767,-0.97631,0.59042,0.93949,Used in Last Week
1174,18-24,F,5,USA,White,0.41667,0.16767,1.43533,0.59042,0.58489,Used in Last Month
1175,18-24,M,5,USA,Other,0.04257,-0.80615,0.88309,-0.30172,1.13407,Used in Last Month
1176,25-34,M,8,USA,White,0.31287,-0.80615,-0.01928,-0.91699,1.13407,Used in Last Day
1177,18-24,M,5,USA,Other,-1.43907,0.00332,-0.84732,0.76096,-0.27607,Used in Last Year
1179,25-34,F,5,USA,White,-0.46725,0.32197,0.14143,1.61108,0.12331,Used in Last Week
1180,25-34,F,8,USA,White,2.127,0.47617,1.88511,-2.78793,-1.25773,Used in Last Month
1181,18-24,M,5,USA,White,-0.79151,-0.30033,-0.58331,0.76096,-0.27607,Never Used
1182,18-24,M,5,USA,White,-0.14882,-1.6334,0.29338,-0.60633,-0.27607,Used in Last Decade
1184,25-34,F,6,Australia,White,0.41667,-0.43999,-0.58331,2.23427,-0.78155,Used in Last Day
1185,18-24,M,7,USA,White,-0.46725,1.11406,0.88309,-0.30172,1.81175,Used in Last Week
1186,45-54,M,2,USA,White,-0.14882,-1.23177,-0.17779,0.94156,0.25953,Used in Last Month
1187,18-24,M,5,USA,White,0.82562,-0.30033,0.58331,-0.91699,-0.89891,Used in Last Week
1189,25-34,F,7,UK,White,1.23461,-0.30033,0.88309,0.43852,-0.00665,Used in Last Week
1190,55-64,F,9,USA,White,-0.34799,0.47617,0.44585,-0.45321,-0.00665,Used in Last Day
1191,18-24,M,5,Canada,White,-1.1943,1.45421,0.44585,-0.60633,-0.00665,Used in Last Month
1192,18-24,M,8,USA,White,-2.21844,0.32197,0.7233,1.81866,0.93949,Used in Last Week
1193,18-24,F,5,USA,White,0.62967,0.63779,0.44585,0.13136,-2.57309,Used in Last Year
1194,18-24,M,4,Canada,White,1.60383,-1.50796,0.44585,0.43852,-1.13788,Used in Last Day
1195,18-24,M,5,USA,White,-2.75696,1.11406,1.06238,1.61108,-0.52745,Used in Last Week
1196,35-44,M,7,USA,White,0.31287,0.16767,0.7233,-1.07533,0.41594,Used in Last Week
1197,18-24,M,5,USA,White,0.91093,-0.43999,-0.01928,-0.45321,-1.64101,Used in Last Week
1198,18-24,M,5,USA,White,0.52135,-0.30033,-0.58331,-0.76096,-0.52745,Used in Last Month
1199,25-34,M,7,Canada,White,-0.92104,-0.30033,-0.17779,-1.92595,-0.27607,Never Used
1200,25-34,M,2,USA,White,-0.34799,-2.44904,-0.71727,-0.01729,0.25953,Used in Last Week
1201,18-24,M,5,USA,White,2.127,-2.72827,-1.27553,0.28783,-1.92173,Used in Last Year
1203,18-24,M,5,USA,White,0.31287,0.96248,1.88511,-0.76096,-0.65253,Used in Last Week
1204,18-24,M,5,USA,White,-0.67825,0.80523,0.29338,-1.07533,-0.78155,Used in Last Day
1205,18-24,M,4,USA,Mixed-White/Asian,0.41667,0.47617,-0.31776,-1.34289,-0.27607,Used in Last Week
1206,25-34,M,5,USA,White,0.82562,-1.37639,0.44585,-1.07533,-1.13788,Used in Last Year
1207,18-24,F,4,UK,White,-1.05308,-0.57545,-0.01928,-2.07848,-1.38502,Used in Last Week
1208,45-54,M,7,UK,White,-0.46725,1.58487,1.43533,1.45039,1.30612,Used in Last Month
1209,18-24,M,6,USA,Other,0.13606,0.00332,0.7233,-2.21844,1.46191,Used in Last Day
1210,18-24,M,5,Canada,Mixed-White/Black,-1.55078,-0.94779,0.58331,-1.07533,-0.40581,Used in Last Year
1211,45-54,M,7,Australia,White,-1.05308,0.63779,-0.45174,-1.07533,0.7583,Used in Last Week
1212,18-24,M,5,Canada,White,-1.43907,1.11406,0.58331,-0.60633,-0.78155,Used in Last Week
1214,18-24,F,5,Canada,White,0.91093,0.16767,0.58331,-0.15487,-2.04506,Used in Last Month
1215,18-24,M,5,Australia,White,-0.24649,0.16767,0.58331,-0.45321,-0.00665,Used in Last Week
1216,35-44,F,6,UK,White,0.73545,0.47617,-1.42424,-0.91699,0.12331,Used in Last Day
1217,25-34,M,6,USA,White,1.23461,-0.57545,0.88309,-0.01729,-0.89891,Used in Last Day
1218,18-24,M,6,Canada,White,-0.14882,1.45421,1.43533,0.13136,-1.38502,Used in Last Week
1219,18-24,M,5,USA,White,0.41667,0.63779,-0.31776,-0.91699,-0.00665,Used in Last Week
1220,25-34,F,8,USA,White,0.31287,1.2861,-0.17779,-0.76096,-1.0145,Used in Last Week
1222,18-24,F,6,USA,White,1.02119,0.96248,0.29338,-1.6209,-0.89891,Used in Last Month
1223,18-24,F,4,USA,White,1.02119,-0.30033,0.14143,-1.47955,-0.65253,Used in Last Day
1224,18-24,M,5,USA,White,-0.24649,0.63779,0.29338,-0.45321,-0.00665,Used in Last Week
1225,25-34,M,9,USA,White,-0.46725,-2.32338,-2.21069,-0.15487,-0.14277,Used in Last Week
1226,18-24,F,5,USA,White,0.91093,-0.30033,-0.01928,-0.01729,-0.40581,Used in Last Week
1227,18-24,M,7,USA,White,0.62967,1.45421,0.58331,0.13136,0.93949,Used in Last Day
1228,25-34,F,7,USA,White,0.52135,0.63779,1.24033,-0.15487,-1.38502,Used in Last Week
1229,35-44,M,2,USA,White,1.13281,-0.57545,0.14143,0.59042,-1.5184,Used in Last Decade
1230,18-24,M,5,USA,Mixed-White/Black,-1.05308,1.93886,1.24033,0.13136,0.58489,Used in Last Year
1231,18-24,F,4,USA,White,0.13606,0.16767,1.06238,-0.45321,-0.14277,Used in Last Day
1234,18-24,M,7,UK,White,0.73545,-0.43999,0.58331,0.59042,-0.14277,Used in Last Week
1235,18-24,M,5,USA,White,0.04257,-1.09207,-0.01928,0.28783,0.58489,Used in Last Month
1236,55-64,M,8,USA,White,0.13606,0.63779,0.58331,-0.30172,0.58489,Used in Last Week
1237,45-54,F,8,UK,White,-1.69163,0.80523,1.24033,0.59042,-0.00665,Used in Last Week
1238,18-24,M,7,USA,White,0.04257,0.80523,0.88309,-0.45321,1.30612,Used in Last Month
1239,25-34,M,4,USA,White,0.31287,0.32197,0.88309,1.11406,-0.78155,Used in Last Week
1240,18-24,F,7,UK,White,-0.05188,0.16767,0.44585,-1.34289,0.41594,Used in Last Day
1241,45-54,F,5,UK,White,0.41667,0.00332,0.29338,0.59042,-0.00665,Used in Last Decade
1242,35-44,F,7,UK,White,1.02119,-1.37639,-0.45174,-0.15487,-0.89891,Used in Last Day
1243,25-34,F,7,UK,White,-1.32828,0.80523,-1.27553,-1.07533,-0.14277,Used in Last Year
1244,45-54,F,7,UK,White,-0.92104,-1.92173,-1.42424,1.45039,0.93949,Used in Last Month
1245,25-34,F,7,UK,White,0.52135,0.00332,-0.97631,0.13136,-1.38502,Used in Last Day
1246,45-54,F,7,UK,White,-1.32828,1.74091,-0.01928,0.13136,2.04506,Used in Last Month
1247,45-54,F,6,UK,White,-1.32828,-0.30033,-2.21069,1.61108,-1.25773,Used in Last Year
1248,55-64,M,7,UK,White,0.13606,-0.57545,-0.84732,-0.45321,-1.25773,Used in Last Day
1249,45-54,F,6,UK,White,-0.58016,-0.30033,-0.31776,1.2861,0.58489,Used in Last Week
1250,45-54,F,8,UK,White,-0.46725,-0.15487,1.43533,-0.01729,0.93949,Used in Last Week
1251,35-44,F,8,UK,White,-0.92104,-0.15487,0.44585,-0.45321,1.13407,Used in Last Day
1252,45-54,F,9,UK,Mixed-White/Asian,0.73545,-0.15487,1.24033,-0.45321,0.7583,Used in Last Day
1253,35-44,F,3,UK,White,0.31287,-1.6334,-1.97495,-1.07533,-1.38502,Used in Last Week
1254,35-44,F,7,UK,White,-0.34799,-1.23177,-1.97495,0.28783,-0.27607,Used in Last Day
1255,25-34,F,7,UK,Other,0.04257,-0.80615,-0.31776,-0.45321,-0.65253,Used in Last Year
1256,45-54,F,7,UK,White,1.37297,-0.69509,0.29338,1.45039,0.12331,Used in Last Day
1257,35-44,F,7,UK,White,-1.05308,-0.57545,-0.01928,-1.34289,0.58489,Used in Last Week
1258,25-34,F,8,UK,White,1.49158,-1.23177,-0.71727,-0.91699,-0.00665,Used in Last Day
1259,25-34,F,9,UK,White,-0.92104,0.80523,-0.58331,-0.60633,-0.00665,Used in Last Year
1260,45-54,F,8,UK,White,-0.34799,-0.80615,-0.45174,-1.21213,-0.14277,Used in Last Year
1261,45-54,F,7,UK,White,-0.67825,0.32197,-0.31776,0.28783,-0.78155,Used in Last Week
1262,25-34,F,5,UK,White,1.49158,-0.57545,1.06238,1.11406,-0.78155,Used in Last Month
1263,25-34,F,6,UK,White,0.31287,0.96248,-0.97631,0.13136,0.58489,Used in Last Day
1264,45-54,F,7,UK,White,0.04257,-0.15487,-0.71727,0.28783,0.58489,Used in Last Day
1265,25-34,F,6,UK,White,-0.34799,-0.80615,-1.11902,0.59042,-0.00665,Used in Last Day
1266,35-44,F,2,UK,White,-0.79151,0.00332,-1.11902,-0.30172,0.25953,Used in Last Week
1267,25-34,F,8,UK,White,1.8399,-0.94779,-0.31776,-1.772,-2.04506,Used in Last Week
1268,35-44,F,6,UK,White,0.13606,-1.09207,-0.45174,0.59042,0.25953,Used in Last Day
1269,35-44,F,7,UK,White,0.41667,0.00332,-1.11902,-1.6209,-0.00665,Used in Last Week
1270,25-34,F,8,UK,White,-0.05188,-0.43999,-0.45174,1.81866,0.25953,Used in Last Week
1271,25-34,F,6,UK,White,-1.32828,-0.15487,-1.11902,0.94156,0.12331,Used in Last Year
1272,55-64,F,7,UK,White,-0.14882,-0.15487,0.14143,0.76096,-0.52745,Used in Last Day
1275,35-44,F,8,UK,White,-1.05308,0.16767,0.44585,-0.30172,0.58489,Used in Last Week
1276,45-54,F,6,UK,White,-1.69163,-0.69509,-1.68062,0.13136,1.81175,Used in Last Year
1277,18-24,M,5,USA,White,-0.46725,1.11406,0.58331,-0.60633,-1.13788,Used in Last Week
1278,25-34,F,5,USA,Mixed-White/Asian,-0.05188,1.45421,2.15324,-0.91699,-0.52745,Used in Last Week
1279,35-44,F,6,USA,White,-1.1943,-0.30033,0.7233,0.94156,1.13407,Used in Last Month
1280,18-24,F,7,UK,Asian,0.62967,0.16767,-1.11902,0.28783,-0.52745,Used in Last Week
1281,18-24,M,7,UK,Asian,0.82562,0.63779,-0.84732,-2.21844,0.93949,Never Used
1282,18-24,M,5,USA,White,-1.32828,1.74091,0.29338,1.11406,0.41594,Used in Last Month
1283,18-24,F,5,UK,Other,-1.43907,0.00332,0.14143,0.13136,-0.27607,Used in Last Month
1284,18-24,F,5,USA,White,0.82562,-2.03972,0.44585,-1.21213,-1.92173,Used in Last Month
1285,18-24,M,5,USA,White,1.98437,-0.94779,-0.01928,-1.21213,-1.25773,Used in Last Day
1286,18-24,M,5,USA,Mixed-White/Black,-1.86962,1.93886,2.90161,0.76096,0.25953,Used in Last Week
1287,18-24,M,5,USA,White,0.73545,0.47617,-0.71727,-1.47955,-0.52745,Used in Last Year
1288,35-44,F,7,USA,White,-0.58016,0.47617,2.15324,-0.45321,-0.14277,Used in Last Day
1289,18-24,F,5,USA,White,-0.05188,0.96248,-0.01928,-1.07533,-0.40581,Used in Last Month
1290,18-24,M,8,UK,White,-0.46725,0.32197,0.88309,-0.15487,0.7583,Used in Last Week
1292,25-34,M,6,UK,White,-0.24649,0.80523,0.29338,-0.30172,0.12331,Used in Last Week
1293,25-34,M,5,USA,White,1.8399,-1.09207,0.44585,-1.6209,-1.25773,Used in Last Week
1294,25-34,F,8,USA,White,0.73545,2.127,1.24033,-0.76096,1.46191,Used in Last Day
1295,18-24,F,5,USA,White,1.8399,-2.21069,0.7233,-0.76096,-1.0145,Used in Last Week
1296,18-24,M,5,USA,White,0.04257,-0.57545,1.24033,0.76096,-1.13788,Used in Last Month
1297,18-24,F,5,USA,White,-0.34799,0.47617,-0.17779,-0.91699,1.30612,Used in Last Day
1298,18-24,M,5,USA,Other,-0.34799,0.00332,0.58331,-0.15487,-0.52745,Used in Last Month
1299,35-44,F,7,USA,White,-2.05048,0.47617,0.58331,-1.34289,-0.52745,Used in Last Day
1300,25-34,M,5,USA,White,0.91093,-0.15487,1.65653,0.13136,0.25953,Used in Last Year
1301,35-44,F,5,USA,White,-0.58016,-0.94779,1.43533,0.28783,-0.65253,Used in Last Year
1302,18-24,F,5,USA,White,0.22393,1.2861,0.14143,0.94156,1.13407,Used in Last Year
1303,18-24,M,7,USA,White,-0.67825,1.45421,1.43533,1.45039,1.13407,Used in Last Week
1304,35-44,M,7,Australia,White,-0.05188,-0.57545,-0.97631,-0.60633,0.41594,Used in Last Week
1305,18-24,F,5,USA,White,-0.46725,0.80523,1.65653,0.94156,-1.38502,Used in Last Week
1306,18-24,M,5,Australia,White,2.61139,-2.32338,1.06238,-0.01729,-2.42317,Used in Last Day
1307,25-34,M,5,USA,White,-0.34799,0.63779,1.88511,-0.60633,0.25953,Used in Last Month
1308,25-34,M,8,UK,White,-0.92104,-1.23177,-0.17779,-0.76096,0.12331,Used in Last Day
1310,25-34,F,8,Republic of Ireland,White,-1.43907,2.8595,0.7233,2.23427,0.25953,Used in Last Week
1312,18-24,F,5,UK,White,-0.24649,0.32197,0.29338,0.43852,0.7583,Used in Last Day
1313,35-44,F,8,USA,White,-1.05308,1.93886,0.88309,-0.45321,1.81175,Used in Last Day
1314,18-24,F,5,USA,White,-1.32828,2.32338,-2.39883,-1.47955,-1.38502,Used in Last Day
1315,35-44,M,7,USA,White,-0.92104,0.96248,0.58331,0.94156,1.13407,Used in Last Day
1317,25-34,M,6,USA,White,-0.92104,-0.15487,0.7233,-1.772,-0.40581,Used in Last Week
1318,25-34,F,7,UK,White,0.04257,0.80523,-1.68062,-1.34289,0.58489,Used in Last Week
1319,18-24,F,5,USA,Asian,0.41667,-1.23177,-0.45174,0.94156,-0.14277,Used in Last Week
1320,35-44,M,7,USA,White,-0.67825,-0.30033,-0.31776,-0.15487,1.30612,Used in Last Day
1321,18-24,M,5,USA,White,0.82562,0.96248,-0.17779,-0.30172,-0.27607,Used in Last Week
1322,18-24,F,5,USA,Other,-0.46725,0.80523,2.15324,0.76096,-0.27607,Used in Last Month
1324,35-44,M,5,USA,White,1.02119,-1.37639,-0.17779,0.28783,1.46191,Used over a Decade Ago
1325,18-24,F,5,USA,White,0.41667,-0.57545,1.06238,0.43852,-1.0145,Used in Last Month
1326,18-24,M,6,Australia,White,0.62967,-1.92173,0.29338,0.13136,-0.52745,Used in Last Month
1327,18-24,M,6,Canada,White,-0.92104,0.32197,1.43533,-0.30172,-0.40581,Used in Last Month
1328,18-24,M,5,USA,White,-1.32828,-0.30033,0.14143,1.2861,1.13407,Used in Last Month
1329,18-24,F,7,USA,White,-0.67825,0.80523,1.06238,1.81866,0.25953,Used in Last Week
1330,25-34,F,7,UK,White,1.8399,-0.80615,1.24033,-1.6209,-1.13788,Used in Last Week
1331,18-24,M,7,USA,Mixed-White/Asian,1.49158,-0.15487,-0.01928,1.81866,-1.13788,Used in Last Week
1332,35-44,M,7,USA,White,1.23461,-1.09207,0.88309,0.13136,-0.65253,Used in Last Decade
1333,18-24,F,6,Canada,White,1.8399,-1.37639,-1.82919,-0.91699,2.33337,Used in Last Month
1334,18-24,M,7,USA,White,0.41667,-0.30033,0.44585,-0.91699,0.25953,Used in Last Week
1336,45-54,M,7,USA,White,1.23461,-1.23177,0.44585,-0.91699,-0.00665,Used in Last Month
1337,18-24,F,7,UK,White,0.04257,1.58487,-0.71727,0.76096,1.30612,Used in Last Day
1338,18-24,F,7,UK,Black,0.13606,0.00332,-0.45174,-0.76096,0.7583,Used in Last Day
1339,35-44,M,6,Canada,White,0.13606,0.47617,0.29338,-0.60633,0.7583,Used in Last Day
1340,18-24,M,6,USA,White,1.72012,-1.92173,-0.31776,-0.45321,-2.72827,Used in Last Week
1341,18-24,M,4,USA,Other,-0.58016,3.27393,2.15324,-0.60633,0.93949,Used in Last Week
1342,35-44,M,4,USA,Black,0.73545,-1.37639,-0.97631,-0.30172,-0.52745,Used in Last Day
1344,18-24,M,6,UK,White,0.22393,0.63779,-1.82919,-1.07533,-0.89891,Used in Last Week
1345,18-24,M,4,Canada,White,1.37297,-1.23177,-1.11902,-2.5383,0.93949,Used in Last Week
1347,45-54,M,5,USA,White,0.82562,-0.15487,0.44585,-0.15487,0.12331,Used in Last Day
1348,18-24,M,7,USA,White,0.73545,-1.7625,0.88309,-0.45321,-2.04506,Used in Last Week
1349,18-24,F,4,USA,White,1.13281,-0.94779,-0.31776,0.28783,-0.40581,Used in Last Month
1350,18-24,F,5,UK,White,-1.05308,2.57309,0.29338,-1.21213,-1.25773,Used in Last Week
1351,18-24,F,5,USA,White,-2.05048,-0.94779,0.14143,-0.01729,-0.65253,Used in Last Year
1352,18-24,F,7,UK,White,0.41667,-0.57545,-0.97631,-0.15487,1.46191,Used in Last Week
1353,55-64,M,7,USA,White,1.72012,-2.11437,-1.11902,-1.21213,-0.27607,Used in Last Decade
1354,18-24,F,4,USA,White,-0.58016,0.63779,1.24033,0.76096,0.12331,Used in Last Year
1355,18-24,M,5,USA,White,1.02119,-0.94779,1.43533,-0.15487,-1.25773,Used in Last Week
1356,18-24,M,7,USA,White,-0.14882,0.32197,0.58331,0.94156,-0.00665,Used in Last Month
1358,18-24,M,6,Canada,White,0.41667,0.16767,-0.31776,-0.91699,0.41594,Used in Last Month
1359,18-24,M,5,USA,White,-1.43907,-0.43999,0.88309,-0.45321,-1.38502,Used in Last Month
1360,18-24,M,5,USA,White,-0.46725,-1.6334,0.44585,-1.07533,0.12331,Used in Last Month
1361,18-24,F,5,Australia,White,0.52135,0.96248,1.65653,-0.01729,1.30612,Used in Last Week
1363,18-24,M,5,USA,White,0.82562,-1.09207,0.58331,0.76096,-1.13788,Used in Last Day
1364,25-34,F,8,UK,White,0.31287,-0.57545,0.14143,0.59042,2.04506,Used in Last Week
1365,18-24,M,5,UK,White,0.82562,0.63779,-0.84732,-1.07533,-1.38502,Used in Last Week
1366,35-44,F,7,USA,White,-0.05188,-0.94779,0.29338,1.11406,-0.89891,Used in Last Day
1367,18-24,F,2,Canada,White,0.13606,-0.30033,-0.01928,-1.772,-2.18109,Used in Last Day
1368,18-24,M,4,USA,White,0.22393,-1.7625,0.44585,0.43852,-1.38502,Used in Last Year
1369,18-24,F,5,USA,White,1.49158,0.63779,1.06238,-1.47955,-1.13788,Used in Last Week
1370,18-24,M,5,USA,White,0.41667,1.58487,1.06238,0.43852,-0.27607,Used in Last Week
1371,25-34,F,6,USA,White,2.46262,0.16767,0.14143,-1.21213,-1.5184,Used in Last Month
1372,25-34,F,8,UK,White,-0.58016,-0.43999,-1.55521,0.76096,-0.52745,Used in Last Day
1373,18-24,M,5,USA,White,1.23461,0.16767,0.58331,-0.30172,-1.25773,Used in Last Month
1374,25-34,M,7,Canada,White,1.13281,0.16767,-0.31776,0.43852,-0.78155,Used in Last Week
1375,45-54,M,7,UK,Other,-0.58016,-0.57545,-0.01928,-0.15487,-0.14277,Used in Last Day
1376,18-24,M,4,UK,White,-1.05308,1.74091,0.29338,0.76096,-1.0145,Used in Last Year
1378,25-34,F,8,UK,White,0.62967,0.32197,-0.45174,1.45039,0.93949,Used in Last Week
1379,25-34,F,8,Canada,Mixed-White/Asian,1.49158,-0.94779,0.7233,-0.01729,2.04506,Used in Last Year
1380,18-24,M,5,USA,White,-0.58016,0.47617,1.65653,-0.15487,0.25953,Used in Last Week
1381,25-34,F,7,UK,White,-1.1943,0.80523,-0.97631,-0.45321,0.58489,Used in Last Week
1382,18-24,M,5,USA,White,-1.05308,0.47617,1.06238,1.81866,1.30612,Used in Last Day
1384,18-24,F,7,USA,White,-0.67825,0.32197,0.44585,0.76096,0.12331,Used in Last Week
1385,18-24,M,5,USA,White,-1.55078,1.2861,1.43533,-0.60633,1.46191,Used in Last Week
1386,18-24,F,5,UK,White,-0.24649,-0.43999,-0.31776,-0.01729,0.58489,Used in Last Week
1387,45-54,F,5,UK,White,-0.05188,-0.94779,1.06238,-0.60633,-0.27607,Used in Last Day
1388,25-34,F,9,USA,White,0.52135,0.32197,1.65653,-0.60633,-0.65253,Never Used
1389,35-44,F,6,UK,White,0.62967,0.47617,0.44585,-0.60633,-0.89891,Used in Last Week
1390,18-24,M,5,USA,White,-0.14882,0.47617,0.88309,-0.76096,0.25953,Used in Last Week
1391,18-24,M,7,USA,White,0.82562,0.32197,-0.58331,-0.01729,-0.14277,Used in Last Week
1392,18-24,M,5,USA,Mixed-White/Asian,-0.46725,2.127,1.88511,-0.60633,-1.25773,Used in Last Week
1393,45-54,M,6,UK,White,-0.34799,0.16767,-0.71727,-0.45321,0.12331,Never Used
1394,25-34,F,8,UK,White,1.37297,0.32197,-0.17779,-0.01729,0.41594,Used in Last Year
1395,25-34,F,8,UK,White,0.73545,0.00332,0.14143,0.76096,1.46191,Used in Last Year
1396,25-34,F,7,UK,White,0.41667,-0.15487,-0.01928,0.76096,0.58489,Used in Last Week
1397,25-34,F,8,UK,White,1.72012,-0.43999,-1.27553,1.45039,-0.89891,Used in Last Week
1398,18-24,F,7,UK,White,-0.58016,0.47617,0.88309,1.61108,0.58489,Used in Last Week
1399,18-24,M,5,UK,White,-0.79151,1.11406,-0.01928,1.2861,2.04506,Used in Last Year
1400,25-34,F,7,UK,White,0.82562,-0.80615,-0.58331,-0.45321,-0.27607,Used in Last Week
1401,25-34,F,8,UK,White,1.02119,0.96248,-0.97631,-0.60633,-0.14277,Used in Last Week
1402,25-34,F,7,UK,White,0.62967,0.16767,0.14143,1.2861,0.41594,Used in Last Week
1403,25-34,F,7,UK,White,0.91093,0.00332,0.88309,0.94156,-0.52745,Used in Last Day
1404,25-34,F,7,UK,White,0.41667,0.00332,-1.11902,0.13136,0.58489,Used in Last Week
1405,18-24,F,7,UK,White,-2.42317,0.16767,-1.82919,2.75696,-0.89891,Used in Last Week
1406,25-34,F,9,UK,Mixed-White/Black,1.60383,1.2861,0.58331,0.28783,-0.78155,Used in Last Day
1407,25-34,F,7,UK,White,0.22393,-0.57545,-1.55521,0.43852,-1.38502,Used in Last Day
1408,25-34,F,8,UK,White,-0.79151,0.80523,1.24033,1.2861,0.41594,Used in Last Week
1409,25-34,M,8,UK,White,1.37297,-1.23177,-0.58331,0.43852,-1.25773,Used in Last Day
1410,25-34,F,9,UK,White,-2.21844,-0.94779,-0.71727,0.13136,-0.52745,Used in Last Week
1411,25-34,F,7,UK,White,-0.58016,-0.43999,0.58331,1.45039,1.30612,Used in Last Year
1412,25-34,F,7,USA,White,0.41667,-0.30033,1.43533,-0.30172,1.46191,Used in Last Week
1413,25-34,F,8,UK,White,1.02119,0.80523,1.24033,-0.01729,0.25953,Used in Last Week
1414,25-34,F,7,UK,White,1.02119,-0.69509,-0.31776,-0.76096,0.7583,Used in Last Week
1415,25-34,F,9,UK,White,-0.34799,2.32338,1.43533,0.59042,0.58489,Used in Last Week
1416,18-24,M,2,UK,White,1.8399,-1.37639,-0.17779,-1.772,-1.64101,Used in Last Year
1417,18-24,M,5,Australia,White,-1.1943,-1.09207,-0.84732,0.28783,0.25953,Used in Last Week
1418,18-24,F,7,UK,Asian,0.91093,-0.69509,-0.71727,0.28783,-0.00665,Never Used
1419,25-34,F,8,Republic of Ireland,White,-0.14882,-0.30033,-1.27553,1.81866,-0.27607,Used in Last Week
1420,18-24,M,5,USA,White,-0.34799,0.80523,1.43533,0.59042,-0.00665,Used in Last Day
1421,25-34,M,5,USA,White,0.82562,-0.43999,0.58331,-0.76096,-0.52745,Used in Last Month
1422,25-34,M,5,USA,White,-0.14882,0.47617,0.7233,-0.60633,0.25953,Used in Last Day
1423,45-54,M,1,Republic of Ireland,White,-0.05188,-0.94779,-0.01928,1.11406,-1.0145,Used over a Decade Ago
1424,18-24,M,7,USA,White,-0.79151,1.74091,1.65653,0.43852,-0.27607,Used in Last Month
1425,25-34,M,5,UK,White,0.62967,-0.57545,-0.31776,-0.45321,-1.13788,Used in Last Week
1426,25-34,F,7,USA,White,-0.24649,0.63779,1.24033,0.76096,0.58489,Used in Last Day
1427,35-44,M,6,UK,Black,0.31287,0.32197,-0.17779,-0.15487,-0.00665,Used in Last Week
1428,18-24,F,6,UK,Other,0.04257,0.00332,-0.17779,0.28783,1.81175,Used in Last Day
1429,18-24,M,5,USA,White,-0.92104,1.74091,0.58331,-1.34289,1.13407,Used in Last Month
1430,18-24,F,5,USA,White,0.73545,-0.30033,-0.71727,0.43852,-0.89891,Used in Last Year
1431,18-24,M,5,USA,White,-0.24649,1.45421,1.43533,-0.60633,-0.14277,Used in Last Day
1432,18-24,F,5,USA,White,1.23461,1.11406,-0.58331,-2.21844,-0.65253,Used in Last Day
1433,45-54,F,9,UK,White,-1.05308,-1.23177,-0.71727,-0.45321,0.58489,Used in Last Day
1434,25-34,F,8,UK,Mixed-White/Black,0.31287,-0.94779,-0.58331,2.75696,1.46191,Used in Last Week
1435,25-34,F,8,UK,White,0.41667,-1.37639,-1.11902,0.59042,0.25953,Used in Last Decade
1436,55-64,F,8,UK,White,-0.79151,0.00332,0.14143,0.28783,0.7583,Used in Last Day
1437,55-64,F,6,UK,White,-0.79151,-0.57545,0.29338,0.28783,-1.13788,Used in Last Week
1438,18-24,M,2,USA,White,1.23461,-0.43999,0.29338,0.43852,-0.14277,Used in Last Year
1439,18-24,M,5,USA,White,-1.86962,1.11406,0.7233,-0.91699,1.13407,Used in Last Week
1441,35-44,F,8,UK,White,-0.14882,0.00332,-0.84732,0.76096,0.41594,Used in Last Day
1442,45-54,F,8,UK,White,-1.1943,-0.15487,0.14143,1.45039,1.30612,Used in Last Day
1443,25-34,F,8,UK,White,1.02119,-0.94779,-0.71727,1.2861,0.93949,Used over a Decade Ago
1444,35-44,F,9,UK,White,-0.46725,0.96248,0.7233,0.94156,0.58489,Used in Last Day
1445,35-44,F,8,UK,White,-0.67825,-0.43999,-1.11902,1.81866,0.93949,Used in Last Day
1446,45-54,F,8,UK,White,-1.43907,0.16767,0.29338,0.94156,1.13407,Used in Last Week
1447,25-34,F,8,UK,White,-0.67825,0.96248,0.29338,1.11406,2.04506,Used in Last Month
1448,25-34,F,8,UK,White,0.04257,0.63779,-1.11902,-0.60633,1.81175,Used in Last Month
1449,25-34,F,7,USA,Black,-1.1943,1.45421,0.58331,1.2861,1.63088,Used in Last Week
1450,18-24,F,8,UK,Asian,-0.58016,0.16767,-0.84732,0.59042,0.7583,Never Used
1451,25-34,F,8,UK,White,-1.05308,1.11406,0.88309,-1.07533,1.46191,Used in Last Week
1452,25-34,F,9,UK,White,-1.05308,-0.57545,-0.01928,1.11406,1.81175,Used in Last Week
1453,18-24,M,5,USA,White,0.41667,-0.43999,2.15324,-1.92595,2.33337,Used in Last Year
1454,18-24,F,7,UK,White,0.31287,0.16767,-1.55521,0.43852,1.13407,Used in Last Month
1455,25-34,F,9,UK,White,-0.46725,0.00332,-0.17779,0.76096,0.7583,Used in Last Week
1456,18-24,M,6,USA,White,0.73545,-0.69509,1.43533,2.03972,-0.40581,Used in Last Week
1457,45-54,F,8,UK,White,-2.05048,0.63779,0.14143,1.45039,1.63088,Used in Last Week
1458,25-34,F,9,UK,White,0.52135,-1.09207,-0.45174,1.81866,0.41594,Used in Last Month
1459,25-34,F,7,UK,White,-1.32828,-0.57545,-0.17779,0.43852,1.13407,Used in Last Month
